"Date","Price","Open","High","Low","Vol.","Change %"
"02/05/2014","1,199.47","1,198.41","1,202.70","1,197.53","81.55M","0.18%"
"02/04/2014","1,197.29","1,180.65","1,197.97","1,179.96","123.28M","0.02%"
"02/03/2014","1,197.11","1,202.36","1,204.45","1,196.13","151.26M","-0.40%"
"02/02/2014","1,201.89","1,200.94","1,204.20","1,197.32","122.48M","0.19%"
"01/30/2014","1,199.66","1,190.17","1,202.32","1,189.49","176.62M","-0.32%"
"01/29/2014","1,203.55","1,217.53","1,221.86","1,202.17","92.47M","-0.49%"
"01/28/2014","1,209.45","1,207.85","1,209.83","1,202.77","63.46M","0.40%"
"01/27/2014","1,204.68","1,198.63","1,207.80","1,196.91","58.85M","0.46%"
"01/26/2014","1,199.12","1,198.45","1,199.36","1,195.34","73.02M","-1.70%"
"01/23/2014","1,219.85","1,231.66","1,231.66","1,219.09","66.96M","-0.64%"
"01/22/2014","1,227.75","1,228.30","1,231.89","1,226.53","125.45M","-0.13%"
"01/21/2014","1,229.36","1,229.00","1,230.43","1,224.23","80.75M","0.56%"
"01/20/2014","1,222.50","1,237.46","1,239.27","1,220.05","91.97M","-1.18%"
"01/19/2014","1,237.05","1,241.23","1,241.23","1,235.50","63.61M","-0.57%"
"01/16/2014","1,244.20","1,244.49","1,245.25","1,241.75","93.29M","-0.08%"
"01/15/2014","1,245.14","1,242.64","1,245.18","1,240.73","87.04M","1.21%"
"01/14/2014","1,230.30","1,229.51","1,233.26","1,226.06","74.96M","-0.47%"
"01/13/2014","1,236.14","1,226.45","1,236.14","1,225.56","98.87M","0.77%"
"01/12/2014","1,226.70","1,223.13","1,226.90","1,222.15","54.41M","0.70%"
"01/09/2014","1,218.16","1,218.36","1,220.78","1,213.21","88.82M","-0.14%"
"01/08/2014","1,219.82","1,223.11","1,225.18","1,217.91","92.59M","0.10%"
"01/07/2014","1,218.65","1,210.62","1,219.67","1,208.70","106.71M","0.92%"
"01/06/2014","1,207.56","1,208.34","1,209.39","1,203.72","105.19M","-0.10%"
"01/05/2014","1,208.73","1,210.84","1,211.60","1,205.32","62.08M","0.26%"
"01/02/2014","1,205.63","1,218.24","1,219.55","1,205.63","123.58M","-1.12%"
"01/01/2014","1,219.32","1,214.33","1,219.93","1,208.17","170.59M","0.96%"
"12/31/2013","1,207.69","1,201.29","1,208.20","1,199.67","117.33M","0.76%"
"12/30/2013","1,198.57","1,199.44","1,200.98","1,194.85","115.56M","0.32%"
"12/29/2013","1,194.73","1,204.78","1,205.41","1,193.28","83.55M","-1.14%"
"12/26/2013","1,208.50","1,202.62","1,208.50","1,201.94","161.71M","-0.22%"
"12/25/2013","1,211.17","1,215.90","1,218.18","1,211.17","59.67M","0.01%"
"12/24/2013","1,211.10","1,216.29","1,218.96","1,208.92","81.94M","-0.44%"
"12/23/2013","1,216.51","1,213.45","1,222.11","1,211.79","158.00M","0.65%"
"12/22/2013","1,208.61","1,198.37","1,208.61","1,196.66","163.32M","1.10%"
"12/19/2013","1,195.46","1,205.76","1,205.86","1,193.91","138.47M","0.02%"
"12/18/2013","1,195.28","1,193.42","1,197.23","1,192.45","73.17M","0.51%"
"12/17/2013","1,189.20","1,192.82","1,195.58","1,187.85","98.06M","-0.25%"
"12/16/2013","1,192.19","1,178.59","1,192.67","1,178.59","91.98M","0.99%"
"12/15/2013","1,180.52","1,181.73","1,184.39","1,178.63","68.13M","-0.50%"
"12/12/2013","1,186.47","1,186.30","1,195.07","1,182.45","1.04B","-1.34%"
"12/11/2013","1,202.60","1,206.28","1,211.05","1,201.99","143.00M","-0.58%"
"12/10/2013","1,209.60","1,220.64","1,221.65","1,201.83","218.99M","-0.87%"
"12/09/2013","1,220.17","1,226.34","1,226.42","1,220.17","307.35M","-0.37%"
"12/08/2013","1,224.64","1,227.00","1,230.09","1,222.88","144.92M","0.28%"
"12/05/2013","1,221.21","1,218.87","1,222.51","1,216.38","","0.22%"
"12/04/2013","1,218.50","1,224.39","1,224.39","1,213.00","207.51M","-0.33%"
"12/03/2013","1,222.48","1,230.40","1,230.73","1,220.97","208.63M","-0.59%"
"12/02/2013","1,229.72","1,236.68","1,238.69","1,228.63","272.33M","-0.40%"
"12/01/2013","1,234.66","1,222.91","1,234.75","1,222.68","182.30M","1.28%"
"11/28/2013","1,219.10","1,216.36","1,220.22","1,215.74","217.69M","0.26%"
"11/27/2013","1,215.98","1,216.35","1,217.46","1,213.93","127.81M","0.20%"
"11/26/2013","1,213.57","1,218.53","1,218.66","1,211.32","222.52M","-0.32%"
"11/25/2013","1,217.45","1,223.68","1,223.96","1,216.69","111.05M","-0.24%"
"11/24/2013","1,220.36","1,218.79","1,222.15","1,218.79","136.50M","0.62%"
"11/21/2013","1,212.90","1,210.73","1,214.56","1,206.50","123.10M","-0.04%"
"11/20/2013","1,213.43","1,208.48","1,214.30","1,207.53","179.89M","0.67%"
"11/19/2013","1,205.34","1,207.36","1,208.74","1,202.55","210.46M","-0.12%"
"11/18/2013","1,206.78","1,203.70","1,212.30","1,203.10","329.99M","0.33%"
"11/17/2013","1,202.76","1,197.85","1,203.50","1,197.59","20.41M","0.84%"
"11/14/2013","1,192.76","1,190.85","1,193.58","1,190.84","219.33M","0.61%"
"11/13/2013","1,185.48","1,187.12","1,189.10","1,183.37","169.75M","-0.26%"
"11/12/2013","1,188.54","1,191.48","1,191.78","1,185.76","135.63M","-0.11%"
"11/11/2013","1,189.82","1,193.00","1,193.70","1,189.03","286.02M","-0.12%"
"11/10/2013","1,191.22","1,191.65","1,192.62","1,189.67","75.08M","0.41%"
"11/07/2013","1,186.40","1,181.66","1,188.68","1,179.92","133.77M","0.60%"
"11/06/2013","1,179.30","1,178.18","1,182.83","1,177.25","","0.56%"
"11/05/2013","1,172.73","1,176.91","1,177.86","1,171.09","131.57M","-0.16%"
"11/04/2013","1,174.65","1,169.96","1,176.27","1,168.91","185.44M","0.50%"
"11/03/2013","1,168.79","1,169.47","1,170.42","1,166.79","165.78M","0.60%"
"10/31/2013","1,161.77","1,153.20","1,161.77","1,151.70","132.48M","0.27%"
"10/30/2013","1,158.64","1,168.27","1,169.31","1,157.51","151.60M","-0.75%"
"10/29/2013","1,167.45","1,166.79","1,170.17","1,165.49","128.07M","0.29%"
"10/28/2013","1,164.11","1,173.16","1,173.71","1,163.71","110.90M","-0.60%"
"10/27/2013","1,171.12","1,170.08","1,173.55","1,169.71","109.48M","0.52%"
"10/24/2013","1,165.10","1,170.83","1,171.62","1,162.46","282.67M","-0.13%"
